station_name,poi_name,category,latitude,longitude
#00063-LABOURS,Sushi Shop,Fast Food Restaurant,49.6268,6.161397
#00063-LABOURS,Lama's Temple,Asian Restaurant,49.633055,6.169367
#00063-LABOURS,Wan-li,Japanese Restaurant,49.621763,6.16394
#00063-LABOURS,La Farinella,Pizzeria,49.631817,6.174406
#00063-LABOURS,Njörd,Scandinavian Restaurant,49.633417,6.169354
#00063-LABOURS,Fischer,Bakery,49.631405,6.173607
#00063-LABOURS,Sushi & More Kirchberg - K Point,Sushi Restaurant,49.631193,6.172339
#00063-LABOURS,The Game,Sports Bar,49.63322,6.172333
#00063-LABOURS,Vinoteca.Lu,Restaurant,49.629465,6.169347
#00063-LABOURS,KPMG Plage,Accounting and Bookkeeping Service,49.632587,6.170605
#00063-LABOURS,Nemos,Sushi Restaurant,49.633804,6.173249
#00063-LABOURS,Njörd,Scandinavian Restaurant,49.631709,6.171479
#00063-LABOURS,TheLounge,Lounge,49.630619,6.171084
#00063-LABOURS,Mezzo Di Pasta,Noodle Restaurant,49.631616,6.171156
#00063-LABOURS,HaPP,Scandinavian Restaurant,49.631448,6.171474
#00063-LABOURS,Ikoi,Japanese Curry Restaurant,49.631523,6.171417
#00063-LABOURS,A La Soup,Soup Spot,49.631349,6.171631
#00063-LABOURS,Bronx,Burger Joint,49.631673,6.171195
#00063-LABOURS,Burger Goes Green,Burger Joint,49.63184,6.171292
#00063-LABOURS,Boonchu,Thai Restaurant,49.633882,6.169324
#00063-LABOURS,A La Soupe Kirchberg,Soup Spot,49.631688,6.171724
#00063-LABOURS,Sucré & Salé,Sandwich Spot,49.628415,6.16431
#00063-LABOURS,Punto Rosso,Italian Restaurant,49.632837,6.168873
#00063-LABOURS,Bei Pki - Restaurant,Diner,49.628735,6.164787
#00063-LABOURS,Della Mamma,Pizzeria,49.632601,6.171134
#00063-LABOURS,Manso,South American Restaurant,49.628415,6.16431
#00063-LABOURS,Brasserie Ester's,Restaurant,49.633025,6.169952
#00063-LABOURS,Sens Purs,Sandwich Spot,49.628531,6.164822
#00063-LABOURS,Peppermint Kirchberg,Asian Restaurant,49.631247,6.172662
#00063-LABOURS,Pastaiolo,Fast Food Restaurant,49.633178,6.169105
#00063-LABOURS,Pokawa,Poke Restaurant,49.633308,6.169123
#00063-LABOURS,O’Tacos,Taco Restaurant,49.633334,6.169303
#00063-LABOURS,CG Restaurant Lounge,Restaurant,49.631042,6.17362
#00063-LABOURS,Le Gourmet Oriental 2,Moroccan Restaurant,49.633349,6.169221
#00106-LEUDELANGE CENTRE,Spackelter,Diner,49.562383,6.067011
#00106-LEUDELANGE CENTRE,Les Espaces Réunions,French Restaurant,49.563044,6.072636
#00106-LEUDELANGE CENTRE,Restaurant Gold Fusion,Restaurant,49.567806,6.064639
#00106-LEUDELANGE CENTRE,An Der Eech,Music Venue,49.568193,6.063175
#00106-LEUDELANGE CENTRE,Restaurant de Spackelter,Restaurant,49.562506,6.066749
#00106-LEUDELANGE CENTRE,Eternel Restaurant Asiatique (Restaurant Eternel),Japanese Restaurant,49.56215,6.066373
#00106-LEUDELANGE CENTRE,Il Bocconcino,Pizzeria,49.563134,6.072525
#00106-LEUDELANGE CENTRE,Le Coin de la voglia matta,Diner,49.568284,6.076614
#00036-J.B. GELLE,Glow,Bakery,49.595933,6.141818
#00036-J.B. GELLE,Craft Corner,Bar,49.598345,6.137837
#00036-J.B. GELLE,Atelier Del Gusto,Italian Restaurant,49.594907,6.144405
#00036-J.B. GELLE,Picanha Plaza,Brazilian Restaurant,49.599304,6.137192
#00036-J.B. GELLE,Simply Thai,Italian Restaurant,49.599097,6.14215
#00036-J.B. GELLE,Everest,Indian Restaurant,49.603391,6.134954
#00036-J.B. GELLE,Partigiano,Italian Restaurant,49.601419,6.131283
#00036-J.B. GELLE,Restaurant-Pizzeria la Véranda Sergale Sàrl,Pizzeria,49.588347,6.142718
#00036-J.B. GELLE,Restaurant-Pizzeria La Trattoria Dei Quattro,Pizzeria,49.601501,6.133585
#00036-J.B. GELLE,Que Pasa,Diner,49.602872,6.13538
#00036-J.B. GELLE,Metropolitan,Cocktail Bar,49.603393,6.131672
#00036-J.B. GELLE,Five Guys,Burger Joint,49.601885,6.133327
#00036-J.B. GELLE,Brasserie Beaulieu,Bar,49.601087,6.139785
#00036-J.B. GELLE,Exki Gare,Fast Food Restaurant,49.603668,6.132204
#00036-J.B. GELLE,Little Saigon,Vietnamese Restaurant,49.603127,6.134516
#00036-J.B. GELLE,Thai Snack,Asian Restaurant,49.603303,6.131783
#00036-J.B. GELLE,Q42,Sports Bar,49.600875,6.129445
#00036-J.B. GELLE,La Briscola,Restaurant,49.599553,6.131745
#00036-J.B. GELLE,Quadri Foglio News SA,Italian Restaurant,49.602789,6.134718
#00036-J.B. GELLE,Le Quai Steffen,Bakery,49.600075,6.133827
#00036-J.B. GELLE,Luci,Restaurant,49.597558,6.140674
#00036-J.B. GELLE,Ci Vorrebbe Un Amico,Italian Restaurant,49.597564,6.1399
#00036-J.B. GELLE,Gielen Eck,Café,49.5891,6.141674
#00036-J.B. GELLE,Café Los Amigos,Bar,49.599747,6.137406
#00036-J.B. GELLE,Au Gourmet Grec,Greek Restaurant,49.599747,6.137406
#00036-J.B. GELLE,Golden Bean Gare Sàrl,Coffee Shop,49.600082,6.133054
#00036-J.B. GELLE,Casino De Bonnevoie,Café,49.600867,6.137216
#00036-J.B. GELLE,Brasserie New Bona Via,Bar,49.601542,6.140094
#00036-J.B. GELLE,North Bay,Diner,49.597201,6.14765
#00036-J.B. GELLE,Freestyle,Bar,49.592253,6.140271
#00036-J.B. GELLE,Creole Pizza Taglio,Pizzeria,49.599639,6.13284
#00036-J.B. GELLE,Snack Enes Kébab,Kebab Restaurant,49.591279,6.140387
#00036-J.B. GELLE,Bethel Fusion,Vietnamese Restaurant,49.600829,6.131142
#00036-J.B. GELLE,Russian Cafe,Bar,49.603229,6.134499
#00036-J.B. GELLE,Brasserie Epernay,Café,49.599654,6.131727
#00036-J.B. GELLE,City Kebab,Turkish Restaurant,49.601462,6.134509
#00036-J.B. GELLE,Louis Roederer,Italian Restaurant,49.60282,6.13785
#00036-J.B. GELLE,Le Postillon,Café,49.599609,6.131783
#00036-J.B. GELLE,HIT CAFE GARCIA Paula,Bar,49.600454,6.132702
#00036-J.B. GELLE,Cafe Rendez-Vous Coimbra City,Bar,49.602929,6.135418
#00036-J.B. GELLE,Plain Vanilla,Bar,49.60075,6.132989
#00036-J.B. GELLE,O'Luso,Portuguese Restaurant,49.603028,6.134967
#00036-J.B. GELLE,Restaurant Peppermint,Cocktail Bar,49.603859,6.137432
#00036-J.B. GELLE,Radisson Park Inn Luxembourg (Lounge),Cocktail Bar,49.602259,6.133408
#00036-J.B. GELLE,O’Tacos,Taco Restaurant,49.601903,6.132648
#00036-J.B. GELLE,Brasserie de la Place,Bistro,49.603215,6.13397
#00036-J.B. GELLE,Restaurant-Brasserie Ekiba,African Restaurant,49.601431,6.131377
#00036-J.B. GELLE,Perigord,Bar,49.602814,6.133266
#00036-J.B. GELLE,Platine Cafe,Bar,49.603421,6.13437
#00036-J.B. GELLE,Café All In,Bar,49.598425,6.128992
#00033-K. ADENAUER,L'Osteria,Italian Restaurant,49.619853,6.142586
#00033-K. ADENAUER,Um Plateau Sàrl,French Restaurant,49.612553,6.140009
#00033-K. ADENAUER,Madeira Stuff,Café,49.615592,6.131482
#00033-K. ADENAUER,Brasserie Schuman,Cocktail Bar,49.617316,6.126603
#00033-K. ADENAUER,Café littéraire Le Bovary,Café,49.627696,6.13633
#00033-K. ADENAUER,Chez Bacano,Portuguese Restaurant,49.614146,6.144761
#00033-K. ADENAUER,Ukulele,Bar,49.61252,6.14383
#00033-K. ADENAUER,Rock Box,Bar,49.613138,6.142953
#00033-K. ADENAUER,Rives de Clausen,Bar,49.612444,6.142395
#00033-K. ADENAUER,El Barrio,Spanish Restaurant,49.622018,6.151923
#00033-K. ADENAUER,Britannia Pub,Beer Bar,49.61385,6.144474
#00033-K. ADENAUER,Maybe Not Bob's,American Restaurant,49.613183,6.142897
#00033-K. ADENAUER,Au P'Tit Max - Studios Hotel,French Restaurant,49.627163,6.146946
#00033-K. ADENAUER,Chicken Kitchen,Wings Joint,49.613377,6.143202
#00033-K. ADENAUER,The Pyg,Bar,49.612727,6.14423
#00033-K. ADENAUER,Brauerei - Big Beer Company,Restaurant,49.612635,6.142266
#00033-K. ADENAUER,Mousel's Cantine,BBQ Joint,49.613524,6.143129
#00033-K. ADENAUER,King Wilma,Night Club,49.612536,6.142718
#00033-K. ADENAUER,L'Adriatique,Italian Restaurant,49.619859,6.141813
#00033-K. ADENAUER,Côté Sushi Infinity,Sushi Restaurant,49.619731,6.141885
#00033-K. ADENAUER,Persian FoodBox Infinity,Theme Restaurant,49.620133,6.142494
#00033-K. ADENAUER,SixtyFour Degrees Bar,Hotel Bar,49.620553,6.144012
#00033-K. ADENAUER,Aqua,Restaurant,49.617225,6.141524
#00033-K. ADENAUER,Batucuda,Brazilian Restaurant,49.616372,6.143853
#00033-K. ADENAUER,Maho Hotel Restaurant Bar,Restaurant,49.614784,6.142711
#00033-K. ADENAUER,Oeko Soph,Restaurant,49.614665,6.133619
#00033-K. ADENAUER,Thai Restaurant,Restaurant,49.623991,6.148595
#00033-K. ADENAUER,La Table de Mercure,Restaurant,49.623859,6.149197
#00033-K. ADENAUER,Best Kebap,Kebab Restaurant,49.614386,6.14501
#00033-K. ADENAUER,Melting Pot,Restaurant,49.612982,6.138008
#00033-K. ADENAUER,A105,Lounge,49.612982,6.138008
#00033-K. ADENAUER,Bracerie Schuman,French Restaurant,49.617447,6.127643
#00033-K. ADENAUER,Café Am Duerf,Bar,49.628257,6.135414
#00033-K. ADENAUER,Star's Bar,Bar,49.612877,6.142949
#00033-K. ADENAUER,Bar l' ephemere,Beer Garden,49.612311,6.13928
#00033-K. ADENAUER,Pizzeria Il Goloso,Pizzeria,49.613039,6.143405
#00033-K. ADENAUER,Jakob's House,Bar,49.612788,6.143061
#00033-K. ADENAUER,La Côte,Restaurant,49.626442,6.129687
#00033-K. ADENAUER,La Bosqueria,Lounge,49.622018,6.151923
#00033-K. ADENAUER,Ristorante pizzeria Da Gianni,Italian Restaurant,49.612772,6.144174
#00033-K. ADENAUER,Delizie,Restaurant,49.618251,6.125769
#00033-K. ADENAUER,Gandhi SARL,Restaurant,49.614881,6.142754
#00047-LEOPOLD GOEBEL,Café Bel Air,Restaurant,49.612547,6.107383
#00047-LEOPOLD GOEBEL,Bel Canto,Pizzeria,49.610972,6.107265
#00047-LEOPOLD GOEBEL,La Feluca,Italian Restaurant,49.616114,6.108851
#00047-LEOPOLD GOEBEL,Himalaya,Indian Restaurant,49.614016,6.119007
#00047-LEOPOLD GOEBEL,Hakii Belair,Whisky Bar,49.605898,6.110734
#00047-LEOPOLD GOEBEL,Bonomeria - Gelateria Artigianale,Ice Cream Parlor,49.606897,6.105883
#00047-LEOPOLD GOEBEL,Antica Trattoria,Trattoria,49.606711,6.10688
#00047-LEOPOLD GOEBEL,Restaurant Chinese King,Chinese Restaurant,49.606056,6.103758
#00047-LEOPOLD GOEBEL,Restaurant Ambiente,Italian Restaurant,49.616269,6.098158
#00047-LEOPOLD GOEBEL,Thai Celadon,Thai Restaurant,49.610401,6.111171
#00047-LEOPOLD GOEBEL,Pablito,Latin American Restaurant,49.609371,6.118879
#00047-LEOPOLD GOEBEL,Ci Siamo,Italian Restaurant,49.609947,6.118492
#00047-LEOPOLD GOEBEL,Royal Bengal,Indian Restaurant,49.606022,6.105549
#00047-LEOPOLD GOEBEL,Wayoxi,Sushi Restaurant,49.605979,6.102324
#00047-LEOPOLD GOEBEL,Max + Moritz,Restaurant,49.609689,6.118922
#00047-LEOPOLD GOEBEL,Pavillon,Gastropub,49.606113,6.112435
#00047-LEOPOLD GOEBEL,Restaurant Scheiss Aux Arquebusiers,French Restaurant,49.612848,6.104822
#00047-LEOPOLD GOEBEL,Lounge Cerri @ Luxembourg,Lounge,49.615378,6.107143
#00047-LEOPOLD GOEBEL,Takajo,Sushi Restaurant,49.611761,6.111861
#00047-LEOPOLD GOEBEL,Thailand,Thai Restaurant,49.610497,6.111178
#00047-LEOPOLD GOEBEL,Triangle,Real Estate Service,49.613716,6.112928
#00047-LEOPOLD GOEBEL,Damla Resto Kebab,Kebab Restaurant,49.607441,6.109362
#00047-LEOPOLD GOEBEL,Le Bistrot By Parc Belair,Bistro,49.607344,6.110247
#00047-LEOPOLD GOEBEL,Le Bistronome,Restaurant,49.616203,6.101741
#00047-LEOPOLD GOEBEL,Pacha,Bar,49.606932,6.107808
#00047-LEOPOLD GOEBEL,La French Connection,Cocktail Bar,49.617494,6.108665
#00047-LEOPOLD GOEBEL,La Terrasse du Pavillon - Parc de Merl,Restaurant,49.607368,6.110436
#00047-LEOPOLD GOEBEL,Subway Merl,Sandwich Spot,49.607069,6.109715
#00047-LEOPOLD GOEBEL,Confucius,Chinese Restaurant,49.616407,6.098423
#00047-LEOPOLD GOEBEL,Bugatti cafe,Bar,49.606417,6.107027
#00047-LEOPOLD GOEBEL,Manzoku,Ramen Restaurant,49.606212,6.106673
#00047-LEOPOLD GOEBEL,Théâtre National du Luxembourg,Music Venue,49.606152,6.104514
#00047-LEOPOLD GOEBEL,Restaurant Asian Savory,Chinese Restaurant,49.606121,6.106739
#00047-LEOPOLD GOEBEL,Deliway,Sandwich Spot,49.616556,6.100426
#00047-LEOPOLD GOEBEL,Breaktime Kebab House,Fast Food Restaurant,49.606013,6.105889
#00047-LEOPOLD GOEBEL,Café NoWHere,Bar,49.606034,6.105644
#00047-LEOPOLD GOEBEL,Bar National,Concert Hall,49.606175,6.104703
#00047-LEOPOLD GOEBEL,George and Dragon,Pub,49.617329,6.114185
#00047-LEOPOLD GOEBEL,Brasserie Chez Hamilton,Bar,49.617348,6.114096
#00047-LEOPOLD GOEBEL,Wayoxi Sushi-Bar,Japanese Restaurant,49.605967,6.102229
#00047-LEOPOLD GOEBEL,Snooker Rollingergrund,Bar,49.618983,6.107687
#00047-LEOPOLD GOEBEL,Le Royaume,Moroccan Restaurant,49.619241,6.107169
#00047-LEOPOLD GOEBEL,Leo'S Kaffe,Bar,49.619205,6.106974
#00047-LEOPOLD GOEBEL,Théâtre de l' Opéra Sàrl,French Restaurant,49.617243,6.11532
#00047-LEOPOLD GOEBEL,Cafétériat du Centre Hospitalier de Luxembourg,Sandwich Spot,49.61841,6.10151
#00047-LEOPOLD GOEBEL,Restaurant du Centre Hospitalier de Luxembourg,Restaurant,49.618362,6.100965
#00047-LEOPOLD GOEBEL,Deliway,Sandwich Spot,49.606006,6.101305
#00047-LEOPOLD GOEBEL,Italienne,Italian Restaurant,49.6163,6.097574
#00047-LEOPOLD GOEBEL,Chicken House,Fried Chicken Joint,49.613346,6.118638
#00047-LEOPOLD GOEBEL,Madison,Bar,49.609482,6.118523
#00123-BELLE ETOILE,Bistronome,French Restaurant,49.622,6.055144
#00123-BELLE ETOILE,Black & White,Coffee Shop,49.623217,6.04958
#00123-BELLE ETOILE,Villa Sapori,Pizzeria,49.621606,6.047539
#00123-BELLE ETOILE,Two6Two,French Restaurant,49.622973,6.056667
#00123-BELLE ETOILE,Cube,Comfort Food Restaurant,49.623002,6.051161
#00123-BELLE ETOILE,Skol,Bar,49.62238,6.056093
#00123-BELLE ETOILE,La Commedia dell'arte,Pizzeria,49.621147,6.064411
#00123-BELLE ETOILE,McDonald's,Fast Food Restaurant,49.623654,6.048926
#00123-BELLE ETOILE,Restaurant New Inn,Restaurant,49.613301,6.048477
#00123-BELLE ETOILE,Um Juck,Restaurant,49.623035,6.05101
#00123-BELLE ETOILE,Burger King,Burger Joint,49.621609,6.049613
#00123-BELLE ETOILE,Café Bruno,Bar,49.622969,6.051311
#00123-BELLE ETOILE,Le Rôtisseur,BBQ Joint,49.623035,6.05101
#00123-BELLE ETOILE,Bar Au Millieu De L'entree De La Belle-etoile,Bar,49.623035,6.05101
#00123-BELLE ETOILE,Kebab,Kebab Restaurant,49.623068,6.05086
#00123-BELLE ETOILE,Keisstand,Afghan Restaurant,49.623035,6.05101
#00123-BELLE ETOILE,Cocottes,Restaurant,49.62328,6.050486
#00123-BELLE ETOILE,San Marco,Italian Restaurant,49.622918,6.05214
#00123-BELLE ETOILE,Sandwitch,Sandwich Spot,49.623666,6.04902
#00123-BELLE ETOILE,Beim Bapert,Bar,49.623666,6.04902
#00123-BELLE ETOILE,La Brasserie,French Restaurant,49.623947,6.048779
#00123-BELLE ETOILE,Confiserie Namur,Café,49.621606,6.047539
#00123-BELLE ETOILE,Um Scheff,Seafood Restaurant,49.623693,6.048002
#00123-BELLE ETOILE,Cactus Inn,Restaurant,49.623947,6.048779
#00123-BELLE ETOILE,Beppe's,Italian Restaurant,49.617754,6.05201
#00123-BELLE ETOILE,Delis,Turkish Restaurant,49.621548,6.060192
#00123-BELLE ETOILE,Umisaqi Takeaway Strassen,Japanese Restaurant,49.621719,6.060308
#00123-BELLE ETOILE,Restaurant la Caravelle,French Restaurant,49.615618,6.046247
#00123-BELLE ETOILE,Il Destino,Italian Restaurant,49.621542,6.064247
#00123-BELLE ETOILE,La Porte de l'Orient,Chinese Restaurant,49.621644,6.06423
#00123-BELLE ETOILE,Restaurant Cactus Inn SA,Restaurant,49.622121,6.048319
#00123-BELLE ETOILE,Mc Donald's,Burger Joint,49.623376,6.052882
#00135-HAMMES,L'Osteria,Italian Restaurant,49.619853,6.142586
#00135-HAMMES,Café littéraire Le Bovary,Café,49.627696,6.13633
#00135-HAMMES,Brasserie Kirchberg,French Restaurant,49.629008,6.146729
#00135-HAMMES,Au P'Tit Max - Studios Hotel,French Restaurant,49.627163,6.146946
#00135-HAMMES,El Barrio,Spanish Restaurant,49.622018,6.151923
#00135-HAMMES,Nbistro,Bistro,49.620878,6.145357
#00135-HAMMES,Bick Stuff,French Restaurant,49.614957,6.145831
#00135-HAMMES,Restaurant Odeon,Bar,49.627937,6.133295
#00135-HAMMES,The Rooftop Belvédère,Rooftop Bar,49.621083,6.143681
#00135-HAMMES,Mama Restaurant Luxembourg,Restaurant,49.620798,6.143921
#00135-HAMMES,SixtyFour Degrees Bar,Hotel Bar,49.620553,6.144012
#00135-HAMMES,Radici,Italian Restaurant,49.62022,6.144827
#00135-HAMMES,Thai Restaurant,Restaurant,49.623991,6.148595
#00135-HAMMES,Persian FoodBox Infinity,Theme Restaurant,49.620133,6.142494
#00135-HAMMES,L'Adriatique,Italian Restaurant,49.619859,6.141813
#00135-HAMMES,Shamrock,Pub,49.619836,6.142839
#00135-HAMMES,La Table de Mercure,Restaurant,49.623859,6.149197
#00135-HAMMES,Côté Sushi Infinity,Sushi Restaurant,49.619731,6.141885
#00135-HAMMES,BeefBar Luxembourg Ville,Steakhouse,49.627107,6.145266
#00135-HAMMES,Lounge Act One,Café,49.621202,6.149985
#00135-HAMMES,TEMPO Bar où Manger,Bar,49.618391,6.142544
#00135-HAMMES,Beef Bar Luxembourg,Steakhouse,49.628547,6.145552
#00135-HAMMES,La Bosqueria,Lounge,49.622018,6.151923
#00135-HAMMES,La Coquille,French Restaurant,49.623503,6.152154
#00135-HAMMES,Fresh & Fitness Corner,Sandwich Spot,49.623551,6.152532
#00135-HAMMES,Caves Au Porto Roi,Portuguese Restaurant,49.625673,6.135128
#00135-HAMMES,Restaurant Goya,Japanese Restaurant,49.617413,6.141793
#00135-HAMMES,The Level by Meliã,Lounge,49.617311,6.141811
#00135-HAMMES,Aqua,Restaurant,49.617225,6.141524
#00135-HAMMES,Batucuda,Brazilian Restaurant,49.616372,6.143853
#00135-HAMMES,Restaurant Le Lavandin,Restaurant,49.627094,6.146813
#00135-HAMMES,Café Am Duerf,Bar,49.628257,6.135414
#00135-HAMMES,Ku Bar,Lounge,49.619585,6.154074
#00135-HAMMES,Pop Korn,Bar,49.614419,6.14486
#00135-HAMMES,Cafe Bar River Side,Bar,49.627982,6.133239
#00135-HAMMES,De Roude Leif Cafe,Bar,49.616149,6.149925
#00135-HAMMES,Maho Hotel Restaurant Bar,Restaurant,49.614784,6.142711
#00135-HAMMES,Best Kebap,Kebab Restaurant,49.614386,6.14501
#00135-HAMMES,Tempo,Restaurant,49.619378,6.144598
#00135-HAMMES,La Villa Caravelle,Restaurant,49.625607,6.135429
#00135-HAMMES,Chez Denice Petit Café,Bar,49.617241,6.152395
#00135-HAMMES,Gandhi SARL,Restaurant,49.614881,6.142754
#00117-SYRDALL SCHWEMM,Syrdall Schwemm,Water Park,49.652103,6.245328
#00117-SYRDALL SCHWEMM,Osteria di Niederanven,Trattoria,49.651189,6.256307
#00117-SYRDALL SCHWEMM,Sakura Edens Sushi,Sushi Restaurant,49.650379,6.246923
#00117-SYRDALL SCHWEMM,Eastern Garden,Chinese Restaurant,49.649069,6.243519
#00117-SYRDALL SCHWEMM,Il Pizzico,Italian Restaurant,49.648858,6.24225
#00117-SYRDALL SCHWEMM,Taverne Monte Cristo,Restaurant,49.649754,6.246497
#00117-SYRDALL SCHWEMM,Restaurant Senningen,Chinese Restaurant,49.649256,6.242521
#00117-SYRDALL SCHWEMM,Greek Restaurant,Greek Restaurant,49.657081,6.242314
#00117-SYRDALL SCHWEMM,Restaurant du Golf Club Grand-Ducal,Restaurant,49.650166,6.251453
#00117-SYRDALL SCHWEMM,Bar Lounge Latinos,Bar,49.651701,6.256656
#00117-SYRDALL SCHWEMM,Ristorante-Pizzeria Leonardo,Pizzeria,49.655098,6.23395
#00117-SYRDALL SCHWEMM,Restaurant Leonardo,Italian Restaurant,49.655152,6.233554
#00117-SYRDALL SCHWEMM,Chez Pascal-Le Gastronome,Restaurant,49.657639,6.23473
#00034-KOLLEISCH,Hakii Belair,Whisky Bar,49.605898,6.110734
#00034-KOLLEISCH,Come à la Maison,Wine Bar,49.601572,6.119722
#00034-KOLLEISCH,Bonomeria - Gelateria Artigianale,Ice Cream Parlor,49.606897,6.105883
#00034-KOLLEISCH,Le Fin Gourmand,French Restaurant,49.605615,6.119614
#00034-KOLLEISCH,Antica Trattoria,Trattoria,49.606711,6.10688
#00034-KOLLEISCH,Café Bel Air,Restaurant,49.612547,6.107383
#00034-KOLLEISCH,Bel Canto,Pizzeria,49.610972,6.107265
#00034-KOLLEISCH,Restaurant Chinese King,Chinese Restaurant,49.606056,6.103758
#00034-KOLLEISCH,Restaurant Sherpa,Indian Restaurant,49.598721,6.118566
#00034-KOLLEISCH,Syriously,Middle Eastern Restaurant,49.598557,6.117677
#00034-KOLLEISCH,Pablito,Latin American Restaurant,49.609371,6.118879
#00034-KOLLEISCH,Peperoncino,Italian Restaurant,49.603956,6.113478
#00034-KOLLEISCH,Ci Siamo,Italian Restaurant,49.609947,6.118492
#00034-KOLLEISCH,Wayoxi,Sushi Restaurant,49.605979,6.102324
#00034-KOLLEISCH,Bloom,Pizzeria,49.60542,6.120951
#00034-KOLLEISCH,Restaurant Mr. Wok,Cantonese Restaurant,49.598807,6.119661
#00034-KOLLEISCH,Brasserie Des Jardins,Belgian Restaurant,49.603265,6.103075
#00034-KOLLEISCH,Max + Moritz,Restaurant,49.609689,6.118922
#00034-KOLLEISCH,Thai Celadon,Thai Restaurant,49.610401,6.111171
#00034-KOLLEISCH,Due Galli,Italian Restaurant,49.601549,6.100616
#00034-KOLLEISCH,Fischer (P+R Bouillon),Sandwich Spot,49.60046,6.10722
#00034-KOLLEISCH,Le44,Sandwich Spot,49.60427,6.114727
#00034-KOLLEISCH,FAMA Restaurant Pizzeria,Pizzeria,49.603033,6.114407
#00034-KOLLEISCH,Le Bistrot By Parc Belair,Bistro,49.607344,6.110247
#00034-KOLLEISCH,Pacha,Bar,49.606932,6.107808
#00034-KOLLEISCH,Restaurant Asian Savory,Chinese Restaurant,49.606121,6.106739
#00034-KOLLEISCH,Bugatti cafe,Bar,49.606417,6.107027
#00034-KOLLEISCH,Le Diamant,Asian Restaurant,49.602379,6.116641
#00034-KOLLEISCH,Restaurant Ryodo,Japanese Restaurant,49.602463,6.117303
#00034-KOLLEISCH,Breaktime Kebab House,Fast Food Restaurant,49.606013,6.105889
#00034-KOLLEISCH,Bonds,Gastropub,49.603658,6.118354
#00034-KOLLEISCH,SoboClubbing,Bar,49.599056,6.112574
#00034-KOLLEISCH,Nature & Elements Am Garage,Salad Restaurant,49.602057,6.119447
#00034-KOLLEISCH,Hotel Bar York City,Hotel Bar,49.603503,6.120601
#00034-KOLLEISCH,Xin Zhi Heng Su Shi Wu,Sushi Restaurant,49.605306,6.120873
#00034-KOLLEISCH,Amalfi,Italian Restaurant,49.603698,6.120905
#00034-KOLLEISCH,Mercedes Cafe,Café,49.598557,6.11068
#00034-KOLLEISCH,Thailand,Thai Restaurant,49.610497,6.111178
#00034-KOLLEISCH,Alterego,Italian Restaurant,49.603755,6.120944
#00034-KOLLEISCH,Baretto,Diner,49.602368,6.120263
#00034-KOLLEISCH,Knopes Artisan Torrefacteur,Coffee Shop,49.601572,6.119722
#00034-KOLLEISCH,Le Balmoral,American Restaurant,49.608209,6.119559
#00034-KOLLEISCH,Café Vitamine,Portuguese Restaurant,49.604869,6.121527
#00034-KOLLEISCH,Mahi,Diner,49.608122,6.120105
#00034-KOLLEISCH,Karadeniz,Fast Food Restaurant,49.609383,6.118974
#00034-KOLLEISCH,Takajo,Sushi Restaurant,49.611761,6.111861
#00034-KOLLEISCH,Bamboo Garden,Chinese Restaurant,49.598613,6.117716
#00034-KOLLEISCH,Cafe-Brasserie Holli,Bar,49.598823,6.118549
#00034-KOLLEISCH,Café Hollerecher Stuff,Bar,49.598413,6.118184
#00034-KOLLEISCH,Deliway,Sandwich Spot,49.606006,6.101305
#00072-AN DER BOURMICHT,Windsor,French Restaurant,49.609907,6.076657
#00072-AN DER BOURMICHT,Lëntze Parc,Restaurant,49.606559,6.072403
#00072-AN DER BOURMICHT,Restaurant Schéiss Sàrl,Restaurant,49.612206,6.093174
#00072-AN DER BOURMICHT,Boonchu,Fast Food Restaurant,49.610545,6.073894
#00072-AN DER BOURMICHT,Eatopolis,Restaurant,49.610856,6.079632
#00072-AN DER BOURMICHT,Cafeteria Fiat,Diner,49.61082,6.079348
#00072-AN DER BOURMICHT,Bivius Eat & Sleep,Italian Restaurant,49.618658,6.084575
#00072-AN DER BOURMICHT,Croq,Sandwich Spot,49.610311,6.077794
#00072-AN DER BOURMICHT,Class'croute,Sandwich Spot,49.610368,6.077833
#00072-AN DER BOURMICHT,The Market,Restaurant,49.60874,6.079854
#00072-AN DER BOURMICHT,Origine Provencale,Restaurant,49.612488,6.078147
#00072-AN DER BOURMICHT,Octopus,Restaurant,49.608571,6.08007
#00072-AN DER BOURMICHT,Infinity Lounge,Italian Restaurant,49.612045,6.077933
#00072-AN DER BOURMICHT,Autopolis Restaurant by Schneidewind,Restaurant,49.60973,6.077314
#00072-AN DER BOURMICHT,La Manufacture,French Restaurant,49.610519,6.0769
#00072-AN DER BOURMICHT,Atrium Restaurant,Restaurant,49.608226,6.079405
#00072-AN DER BOURMICHT,ProLutions Sàrl,Furniture and Home Store,49.612482,6.077279
#00072-AN DER BOURMICHT,A Modo Nostro,Italian Restaurant,49.612078,6.076142
#00072-AN DER BOURMICHT,Giancarlo Pizza,Pizzeria,49.610464,6.073653
#00072-AN DER BOURMICHT,Chez Fred,Fast Food Restaurant,49.611494,6.071947
#00072-AN DER BOURMICHT,Opus,Restaurant,49.60445,6.080386
#00072-AN DER BOURMICHT,Croq' Gourmand,Fast Food Restaurant,49.604771,6.077581
#00072-AN DER BOURMICHT,Les Thermes,Pool Hall,49.61509,6.072829
#00072-AN DER BOURMICHT,Les Thermes - Restaurant,French Restaurant,49.613556,6.071115
